fid,field_1,field_2,field_3,FORM_CODE,IGME_NAME,HYDRO_CODE,H1,SAMPLE_1
"266","21.7984","40.7682","-5.5767",water_surf,- Πύργοι - Αρνίσσα,"0","215",513
"267","21.7984","40.7349","-7.8232",water_surf,- Πύργοι - Αρνίσσα,"0","215",513
"268","22.2646","40.4685","-6.7164",Ki-s.ph,- Κολινδρός - Βελβεντός,"413","196",388.669555664062
"269","22.2979","40.4685","-7.832",o,Κολινδρός,"222","184",316.925689697266
"270","22.3312","40.4685","-1.6825",Js-Ki.ph,Κολινδρός,"323","182",286.543365478516
"271","22.2646","40.4352","-0.5101",Ki-s.ph,- Κολινδρός - Βελβεντός,"413","222",822.651916503906
"272","22.2979","40.4352","-0.53",o,Κολινδρός,"222","222",808.548645019531
"273","22.3312","40.4352","3.2612",o,Κολινδρός,"222","217",596.276123046875
"274","22.2646","40.4019","4.0631",Ki-s.ph,- Κολινδρός - Βελβεντός,"413","226",1150.74389648438
"275","22.2979","40.4019","7.2224",Js-Ki.ph,Κολινδρός,"323","223",986.177307128906
"276","22.3312","40.4019","9.4069",Js-Ki.ph,Κολινδρός,"323","217",578.236206054688
"277","22.2646","40.3686","4.0346",Ki-s.ph,- Κολινδρός - Βελβεντός,"413","222",894.98291015625
"278","22.2979","40.3686","10.6997",Ki-s.ph,- Κολινδρός - Βελβεντός,"413","224",972.573669433594
"279","22.3312","40.3686","12.5271",Js-Ki.ph,Κολινδρός,"323","217",648.879577636719
"280","22.3645","40.4685","10.11","M.l,m",Κολινδρός,"321","160",193.383728027344
"281","22.3978","40.4685","15.5534","M.l,st",Κολινδρός,"221","153",223.946914672852
"282","22.3645","40.4352","11.1301",Ks.k,Κολινδρός,"2111","201",431.024932861328
"283","22.3978","40.4352","15.9129","M.l,st",Κολινδρός,"221","161",241.409713745117
"284","22.3645","40.4019","12.2933","Pt.cs,sc",Κολινδρός,"311","189",389.369293212891
"285","22.3978","40.4019","16.3493","M.l,st",Κολινδρός,"221","193",377.437133789062
"286","22.3645","40.3686","12.3546","M.l,m",Κολινδρός,"321","181",311.62158203125
"287","22.3978","40.3686","16.3675","M.l,st",Κολινδρός,"221","181",286.276214599609
"288","22.3312","40.3353","8.5276",M.c,Κολινδρός,"211","215",471.284210205078
"289","22.3645","40.3353","3.7135",M.sq.c,Κολινδρός,"121","178",269.088439941406
"290","22.3978","40.3353","6.6402","M.l,st",Κολινδρός,"221","164",233.996856689453
"291","22.2646","40.3353","2.1684","M.l,m",Κολινδρός,"311","218",652.148498535156
"292","22.2979","40.3353","9.9983",M.c,Κολινδρός,"211","215",452.513427734375
"293","22.4311","40.4019","18.0841","M.l,st",Κολινδρός,"221","171",297.896209716797
"294","22.4644","40.3686","21.0491",M.sq.c,Κολινδρός,"111","164",255.84001159668
"295","22.4311","40.3353","15.7564","M.l,st",Κολινδρός,"221","158",162.695037841797
"296","22.4977","40.3353","18.4138","Ms-Pli.s,l",- Κατερίνη - Κολινδρός,"211","152",156.765502929688
"297","22.3645","40.302","-5.4505","M.st,m",Κολινδρός,"411","157",168.070922851562
"298","22.3978","40.302","-2.475","M.st,m",Κολινδρός,"411","157",160.317687988281
"299","22.4311","40.302","5.3946","M.st,m",Κολινδρός,"411","149",173.632598876953
"300","22.2646","40.302","-7.8683",Js-Ki.ph,- Κολινδρός - Βελβεντός,"323","221",793.908081054688
"301","22.4644","40.302","11.0654",Pt,Κολινδρός,"121","144",71.6246566772461
"302","22.2979","40.302","-3.2203",M.c,Κολινδρός,"321","201",408.781982421875
"303","22.3312","40.302","-2.5861",H.t,Κολινδρός,"311","170",265.601226806641
"304","22.3645","40.2687","-2.7231","M.st,m",Κολινδρός,"411","175",189.678909301758
"305","22.3978","40.2687","-0.37","M.st,m",Κολινδρός,"411","154",118.083404541016
"306","22.4311","40.2687","1.7165",Pt,Κολινδρός,"111","149",87.6155395507812
"307","22.4644","40.2687","2.3785",Pt,Κολινδρός,"111","138",46.6167907714844
"308","22.2979","40.2687","-10.7428",M.sq.c,Κονταριώτισα,"111","202",417.114440917969
"309","22.3312","40.2687","-5.2947",Pt,Κολινδρός,"121","179",323.041015625
"310","22.4311","40.4685","12.5562","M.l,st",Κολινδρός,"221","166",197.738403320312
"311","22.4644","40.4685","8.0464",M.sq.c,- Κατερίνη - Κολινδρός,"111","191",379.981658935547
"312","22.4311","40.4352","14.1986","M.l,st",Κολινδρός,"221","171",255.942337036133
"313","22.4644","40.4352","10.3961","M.l,st",Κολινδρός,"221","153",175.926742553711
"314","22.4644","40.4019","15.3879","M.l,st",Κολινδρός,"221","163",223.846328735352
"315","22.4311","40.3686","21.9859","M.l,st",Κολινδρός,"221","171",196.817596435547
"316","22.4644","40.3353","20.5802","Ms-Pli.s,l",- Κατερίνη - Κολινδρός,"211","154",141.948013305664
"317","22.2646","40.5684","-4.6169",al,- Κολινδρός - Βέροια - Αλεξάνδρεια,"111","122",23.0148391723633
"318","22.2979","40.5684","-0.9359",H,- Βέροια - Αλεξάνδρεια - Πλατύ - Έδεσσα - Γιαννιτσά - Κουφάλια,"111","114",13.6727638244629
"319","22.3312","40.5684","-0.4081",H,- Βέροια - Αλεξάνδρεια - Πλατύ - Έδεσσα - Γιαννιτσά - Κουφάλια,"111","115",14.0442771911621
"320","22.2313","40.5351","-5.765",Ptiv,- Κολινδρός - Βελβεντός - Βέροια - Αλεξάνδρεια,"121","142",61.9117660522461
"321","22.2646","40.5351","-5.3175",Ptiv,- Κολινδρός - Βελβεντός - Βέροια - Αλεξάνδρεια,"121","126",25.3662967681885
"322","22.2979","40.5351","-4.9706",al,- Κολινδρός - Βέροια - Αλεξάνδρεια,"111","123",24.7138156890869
"323","22.198","40.5018","-6.0772",Pt.tk,- Βελβεντός - Βέροια,"121","196",375.908935546875
"324","22.2313","40.5018","-7.2913",Ptiv,- Κολινδρός - Βελβεντός - Βέροια - Αλεξάνδρεια,"121","151",81.5321350097656
"325","22.2646","40.5018","-6.5363",H.c,- Κολινδρός - Αλεξάνδρεια,"111","130",29.1736068725586
"326","22.2979","40.5018","-7.9963","H.cs,sc",- Κολινδρός - Αλεξάνδρεια,"121","136",37.4151458740234
"327","22.3312","40.5018","-4.2329","H.cs,sc",- Κολινδρός - Αλεξάνδρεια,"121","141",54.9027404785156
"328","22.4644","40.5018","6.0906",Ms-Pli.k,- Κατερίνη - Κολινδρός - Αλεξάνδρεια - Πλατύ,"411","154",156.349716186523
"329","23.4301","40.4685","-4.3743",T-Jm.st,Πολύγυρος,"213","218",621.299499511719
"330","23.4634","40.4685","-3.6793","T-Jm,ph",Ζαγκλιβέρι - Πολύγυρος - Αρναία,"323","218",616.719482421875
"331","23.3968","40.4685","-6.9288",Pt-t3.c,Πολύγυρος,"121","208",454.273132324219
"332","23.2636","40.4685","6.2141",Q.cs1,Πολύγυρος,"321","191",370.889343261719
"333","23.3968","40.4352","-1.9124",M4.c,Πολύγυρος,"221","208",483.567596435547
"334","23.4301","40.4352","-4.2025","T-Jm,ph",Πολύγυρος,"323","216",560.892150878906
"335","23.3302","40.4352","5.2264",Ji-m?.ag,Πολύγυρος,"413","222",901.923095703125
"336","23.3635","40.4352","1.7654",T-Jm.st,Θέρμη - Ζαγκλιβέρι - Πολύγυρος - Αρναία - Θεσσαλονίκη - Κιλκίς,"323","216",606.109191894531
"337","23.2636","40.4352","6.7356",π.ο,Πολύγυρος,"412","181",311.01953125
"338","23.2969","40.4352","7.6195",Pt-t3.c,Πολύγυρος - Βασιλικά,"111","201",453.466857910156
"339","23.2969","40.4019","6.7609",πρ,Πολύγυρος,"412","216",572.805969238281
"340","23.3302","40.4019","10.4594",π.ο,Πολύγυρος - Βασιλικά,"222","217",527.785888671875
"341","23.3968","40.4019","4.0459",T-Jm.st,Θέρμη - Ζαγκλιβέρι - Πολύγυρος - Αρναία - Θεσσαλονίκη - Κιλκίς,"323","212",465.307495117188
"342","23.4301","40.3686","7.323",T-Jm.st,Θέρμη - Ζαγκλιβέρι - Πολύγυρος - Αρναία - Θεσσαλονίκη - Κιλκίς,"323","209",468.062042236328
"343","23.3968","40.3686","11.779",al,Πολύγυρος,"311","177",287.803741455078
"344","23.3635","40.3686","10.4532",M4-Pli.l,Πολύγυρος,"42","152",147.398864746094
"345","23.4301","40.3353","23.5577","n,n.q",Πολύγυρος,"222","174",244.577941894531
"346","23.4634","40.3353","18.8021",Ji-m?.ag,Πολύγυρος,"413","183",305.591613769531
"347","23.3968","40.3353","24.1458","n,n.q",Πολύγυρος,"222","163",203.156158447266
"348","23.3302","40.302","20.0524","M4.Pli,l",Πολύγυρος - Βασιλικά - Κασάνδρα - Επανωμή,"42","149",79.9824447631836
"349","23.3635","40.302","26.3016",M4-Pli.l,Πολύγυρος,"42","137",42.7174530029297
"350","23.3968","40.302","27.5988",M4-Pli.l,Πολύγυρος,"42","140",46.3650588989258
"351","23.3302","40.2687","13.9103",al,Πολύγυρος,"111","138",28.7203197479248
"352","23.3635","40.2687","17.8868",al,Πολύγυρος,"111","108",7.53965377807617
"353","23.3302","40.2354","5.0575",H.lg,Πολύγυρος - Κασάνδρα,"121","114",-2
"354","23.3302","40.2021","-3.2252",H.lg,Πολύγυρος - Κασάνδρα,"121","120",1.66280937194824
"355","23.2969","40.2687","6.9937","M4.Pli,l",Πολύγυρος - Βασιλικά - Κασάνδρα - Επανωμή,"42","140",52.3543357849121
"356","23.4634","40.2687","41.2604",θ1,Πολύγυρος,"412","141",52.9725303649902
"357","23.3635","40.3353","20.7122",M4-Pli.l,Πολύγυρος,"42","146",107.698455810547
"358","23.4301","40.302","31.7148",M4-Pli.l,Πολύγυρος,"42","145",87.5008316040039
"359","23.6632","40.4685","5.3758",ab,Αρναία,"323","218",687.010314941406
"360","23.6299","40.4685","4.4665",gn2,Αρναία,"323","218",648.7587890625
"361","23.6299","40.4352","0.8923","T-Jm,ph",Αρναία,"323","201",425.449798583984
"362","23.6632","40.4352","3.02","T-Jm,ph",Αρναία,"323","210",444.921081542969
"363","23.7298","40.4352","6.2086",gn2,- Αρναία - Ιερισσός,"223","217",584.123352050781
"364","23.6965","40.4352","5.0036",H.t.c,Αρναία,"111","203",420.403656005859
"365","23.6299","40.4019","-3.2352",gn2,Πολύγυρος - Αρναία,"223","189",373.434997558594
"366","23.6632","40.4019","-2.5531",(gn)Mz,- Αρναία - Ιερισσός,"223","187",301.087097167969
"367","23.6965","40.4019","-0.6424",(gn)Mz,- Αρναία - Ιερισσός,"223","175",244.283020019531
"368","23.7298","40.4019","1.021",(gn)Mz,- Αρναία - Ιερισσός,"223","173",250.916244506836
"369","23.53","40.4352","-3.5769",(gn)Mz,Αρναία,"413","221",700.783264160156
"370","23.5633","40.4352","-2.1719",(gn)Mz,Αρναία,"323","222",783.972900390625
"371","23.5966","40.4352","-0.9749",γ2,Ζαγκλιβέρι - Πολύγυρος - Αρναία - Σταυρός,"222","217",584.712280273438
"372","23.5966","40.4019","-3.2658","T-Jm,ph",Ζαγκλιβέρι - Πολύγυρος - Αρναία,"323","194",335.458862304688
"373","23.5966","40.3686","1.0345","T-Jm,mr",Πολύγυρος - Αρναία,"2111","187",305.865844726562
"374","23.6299","40.3686","-2.2344",Pt.t1.c,Αρναία,"111","153",133.406799316406
"375","23.5966","40.3353","-1.5942",Pt.t1.c,Αρναία,"111","161",195.845642089844
"376","23.6299","40.3353","-7.543",gn2,- Αρναία - Ιερισσός,"223","144",87.0022735595703
"377","23.6632","40.3686","-8.5929",al,Αρναία,"121","151",122.56616973877
"378","23.6965","40.3686","-10.3943",gn2,- Αρναία - Ιερισσός,"223","152",152.873596191406
"379","23.53","40.3686","-3.7233","T-Jm,ph",Ζαγκλιβέρι - Πολύγυρος - Αρναία,"323","203",440.908142089844
"380","23.5633","40.3686","-0.3715","T-Jm,mr",Πολύγυρος - Αρναία,"2111","210",480.846435546875
"381","23.5633","40.3353","0.1298",Pt.t1.c,Αρναία,"121","163",281.026763916016
"382","23.6965","40.3353","-12.0085",mr2,Αρναία,"2232","157",156.933807373047
"383","23.6299","40.302","-16.1235",gn2,- Αρναία - Ιερισσός,"223","189",329.041290283203
"384","23.6632","40.302","-21.5013",gn2,- Αρναία - Ιερισσός,"223","174",261.284027099609
"385","23.5966","40.302","-5.1795","T-Jm,ph",Ζαγκλιβέρι - Πολύγυρος - Αρναία,"323","159",214.85221862793
"386","23.53","40.302","20.2634","sch,gn",Αρναία,"412","152",123.399627685547
"387","23.5633","40.302","6.8535",Q.cs2,Αρναία,"311","127",24.1090545654297
"388","23.53","40.2687","38.7718",al,- Αρναία - Νικήτας,"111","115",13.4863128662109
"389","23.5633","40.2687","27.5064",θ1,Αρναία,"412","145",60.5701026916504
"390","23.5633","40.2354","27.4644",al,Νικήτας (Αρναία),"311","142",20.9211578369141
"391","23.5966","40.2354","15.9601",θ1,- Αρναία - Νικήτας,"222","141",38.7016983032227
"392","23.7298","40.2354","-24.5939",H.lg,Νικήτας (Αρναία),"311","100",18.7424068450928
"393","23.7298","40.2354","-24.5939","cd,dn",Νικήτας (Αρναία),"311","100",18.7424068450928
"394","23.4967","40.4352","-5.0709","T-Jm,ph",Ζαγκλιβέρι - Πολύγυρος - Αρναία,"323","221",808.442993164062
"395","23.4967","40.2687","43.2573",M4.c,Πολύγυρος - Αρναία,"211","142",71.8901748657227
"396","23.4634","40.302","35.6738","n,n.q",Πολύγυρος,"222","158",181.326599121094
"397","23.4967","40.302","32.2404",M4.c,Πολύγυρος - Αρναία,"211","155",157.116714477539
"398","23.4634","40.3686","0.1338",T-Jm.st,Θέρμη - Ζαγκλιβέρι - Πολύγυρος - Αρναία - Θεσσαλονίκη - Κιλκίς,"323","219",668.576599121094
"399","23.4967","40.3686","-4.8218",T-Jm.st,Θέρμη - Ζαγκλιβέρι - Πολύγυρος - Αρναία - Θεσσαλονίκη - Κιλκίς,"323","210",432.233581542969
"400","23.4967","40.3353","10.8657",T-Jm.st,Θέρμη - Ζαγκλιβέρι - Πολύγυρος - Αρναία - Θεσσαλονίκη - Κιλκίς,"323","198",421.075775146484
"401","23.4634","40.4352","-5.476","T-Jm,ph",Ζαγκλιβέρι - Πολύγυρος - Αρναία,"323","217",644.31689453125
"402","23.4301","40.4019","-2.5283",T-Jm.st,Θέρμη - Ζαγκλιβέρι - Πολύγυρος - Αρναία - Θεσσαλονίκη - Κιλκίς,"323","219",720.0546875
"403","23.4634","40.4019","-7.859",T-Jm.st,Θέρμη - Ζαγκλιβέρι - Πολύγυρος - Αρναία - Θεσσαλονίκη - Κιλκίς,"323","220",674.5703125
"404","23.4967","40.4019","-8.2356","T-Jm,ph",Ζαγκλιβέρι - Πολύγυρος - Αρναία,"323","220",715.868408203125
"405","23.53","40.4019","-5.512","T-Jm,ph",Ζαγκλιβέρι - Πολύγυρος - Αρναία,"323","216",591.52197265625
"406","23.5633","40.4019","-3.278","T-Jm,ph",Ζαγκλιβέρι - Πολύγυρος - Αρναία,"323","205",342.573120117188
"407","23.4967","40.4685","-4.6467","T-Jm,mr",Ζαγκλιβέρι - Πολύγυρος - Αρναία,"2111","222",864.693481445312
"408","23.53","40.4685","-4.9593",γ2,Ζαγκλιβέρι - Πολύγυρος - Αρναία - Σταυρός,"222","225",1002.49005126953
"409","23.5633","40.4685","-3.2744",γ2,Ζαγκλιβέρι - Πολύγυρος - Αρναία - Σταυρός,"222","224",918.615051269531
"410","23.5966","40.4685","0.592",γ2,Ζαγκλιβέρι - Πολύγυρος - Αρναία - Σταυρός,"222","220",743.994506835938
"411","23.8297","40.4019","7.4962",γ,Ιερισσός,"222","155",180.459243774414
"412","23.863","40.4019","7.8149",al,Ιερισσός,"111","107",5.82896327972412
"413","23.7631","40.4019","1.4503",H.t.c,- Αρναία - Ιερισσός,"111","149",121.905883789062
"414","23.7964","40.4019","3.8765",gn2,Ιερισσός,"323","159",169.101287841797
"415","24.0295","40.4019","19.9284","γ1,n-sch",- Ιερισσός - Καρυές,"322","125",10.9475660324097
"416","23.9629","40.3686","10.4289",ab,Ιερισσός,"323","143",82.0396728515625
"417","23.9962","40.3686","2.2213",al,- Ιερισσός - Καρυές,"111","115",12.8036508560181
"418","24.0295","40.3686","-1.29","γ1,n-sch",- Ιερισσός - Καρυές,"322","151",135.618011474609
"419","24.0628","40.3686","3.53","γ1,n-sch",- Ιερισσός - Καρυές,"322","128",59.9064025878906
"420","23.9962","40.3353","-6.4726","γ1,n-sch",- Ιερισσός - Καρυές,"322","152",138.68376159668
"421","24.0295","40.3353","-16.1659","γ1,n-sch",- Ιερισσός - Καρυές,"322","210",448.873291015625
"422","24.0628","40.3353","-23.226","γ,n,απ",Καρυές,"322","157",205.873184204102
"423","24.0295","40.302","7.3009","γ1,n-sch",- Ιερισσός - Καρυές,"322","156",111.592407226562
"424","24.0628","40.302","1.6012","γ,n,απ",Καρυές,"322","171",247.480606079102
"425","23.7964","40.3686","2.2255",M4-Pli.l,Ιερισσός,"411","147",94.7386016845703
"426","23.8297","40.3686","5.1867",al,Ιερισσός,"121","132",16.3462524414062
"427","23.8963","40.3686","3.4283",M4-Pli.l,Ιερισσός,"411","135",28.3127727508545
"428","23.9296","40.3686","9.7676",M4-Pli.l,Ιερισσός,"411","125",28.3095798492432
"429","23.7631","40.3686","-2.2197",(gn)Mz,Ιερισσός,"323","171",240.526763916016
"430","23.8963","40.3353","-2.6529",gn1,Ιερισσός,"323","104",9.91599273681641
"431","23.7298","40.3686","-6.7255",gn2,- Αρναία - Ιερισσός,"223","167",245.352310180664
